YYYYMMDD	Hour	Lat	Long	Baro	Dry	Wet
1943-02-18	04	51.88	-176.65	28.96	25.3	24.7
1943-02-18	05	51.88	-176.65	28.98	26.4	24.7
1943-02-18	06	51.88	-176.65	29.01	25.3	24.0
1943-02-18	07	51.88	-176.65	29.05	24.4	22.3
1943-02-18	08	51.88	-176.65	29.07	24.4	21.7
1943-02-18	09	51.88	-176.65	29.11	24.4	21.5
1943-02-18	10	51.88	-176.65	29.15	25.3	24.0
1943-02-18	11	51.88	-176.65	29.17	25.3	24.0
1943-02-18	12	51.88	-176.65	29.19	27.3	25.9
1943-02-18	13	51.88	-176.65	29.19	28.4	26.6
1943-02-18	14	51.88	-176.65	29.22	30.4	26.4
1943-02-18	15	51.88	-176.65	29.27	29.3	25.0
1943-02-18	16	51.88	-176.65	29.29	29.3	25.7
1943-02-18	17	51.88	-176.65	29.30	31.3	29.4
1943-02-18	18	51.88	-176.65	29.30	31.3	27.5
1943-02-18	19	51.88	-176.65	29.29	31.3	26.0
1943-02-18	20	51.88	-176.65	29.29	31.3	28.2
1943-02-18	21	51.88	-176.65	29.30	28.4	24.4
1943-02-18	22	51.88	-176.65	29.29	28.4	26.0
1943-02-18	23	51.88	-176.65	29.28	27.3	25.0
1943-02-18	24	51.88	-176.65	29.24	29.3	26.3
1943-02-19	01	51.88	-176.65	29.23	26.4	23.8
1943-02-19	02	51.88	-176.65	29.18	31.3	29.1
1943-02-19	03	51.88	-176.65	29.13	32.4	30.1
1943-02-19	04	51.88	-176.65	29.05	32.4	29.1
1943-02-19	05	51.88	-176.65	28.95	31.3	30.5
1943-02-19	06	51.88	-176.65	28.89	31.3	30.5
1943-02-19	07	51.88	-176.65	28.82	33.4	32.6
1943-02-19	08	51.88	-176.65	28.77	34.3	33.5
1943-02-19	09	51.88	-176.65	28.76	36.3	33.4
1943-02-19	10	51.88	-176.65	28.77	36.3	34.2
1943-02-19	11	51.88	-176.65	28.77	36.3	32.1
1943-02-19	12	51.88	-176.65	28.78	36.3	31.4
1943-02-19	13	51.88	-176.65	28.80	34.3	32.3
1943-02-19	14	51.88	-176.65	28.78	36.3	33.4
1943-02-19	15	51.88	-176.65	28.76	36.3	34.2
1943-02-19	16	51.88	-176.65	28.76	36.3	34.2
1943-02-19	17	51.88	-176.65	28.78	36.3	34.2
1943-02-19	18	51.88	-176.65	28.76	37.4	34.8
1943-02-19	19	51.88	-176.65	28.76	37.4	33.0
1943-02-19	20	51.88	-176.65	28.75	35.4	33.3
1943-02-19	21	51.88	-176.65	28.76	35.4	33.3
1943-02-19	22	51.88	-176.65	28.75	36.3	34.2
1943-02-19	23	51.88	-176.65	28.72	37.4	35.7
1943-02-19	24	51.88	-176.65	28.69	37.4	36.5
1943-02-20	01	51.88	-176.65	28.68	37.4	35.7
1943-02-20	02	51.88	-176.65	28.74	35.4	35.4
1943-02-20	03	51.88	-176.65	28.80	36.3	34.6
1943-02-20	04	51.88	-176.65	28.83	36.3	33.8
1943-02-20	05	51.88	-176.65	28.85	36.3	34.2
1943-02-20	06	51.88	-176.65	28.87	36.3	34.6
1943-02-20	07	51.88	-176.65	28.91	35.4	32.2
1943-02-20	08	51.88	-176.65	28.94	35.4	32.2
1943-02-20	09	51.88	-176.65	28.97	35.4	33.7
1943-02-20	10	51.88	-176.65	28.99	35.4	35.0
1943-02-20	11	51.88	-176.65	29.04	36.3	33.9
1943-02-20	12	51.88	-176.65	29.08	36.3	33.9
1943-02-20	13	51.88	-176.65	29.13	36.3	34.2
1943-02-20	14	51.88	-176.65	29.17	37.4	33.4
1943-02-20	15	51.88	-176.65	29.22	37.4	33.1
1943-02-20	16	51.88	-176.65	29.24	37.4	34.5
1943-02-20	17	51.88	-176.65	29.28	37.4	33.1
1943-02-20	18	51.88	-176.65	29.29	36.3	33.5
1943-02-20	19	51.88	-176.65	29.32	35.4	31.6
1943-02-20	20	51.88	-176.65	29.34	34.3	31.6
1943-02-20	21	51.88	-176.65	29.36	32.4	30.4
1943-02-20	22	51.88	-176.65	29.39	36.3	30.1
1943-02-20	23	51.88	-176.65	29.39	35.4	32.2
1943-02-20	24	51.88	-176.65	29.39	34.3	32.3
1943-02-21	01	51.88	-176.65	29.39	35.4	32.2
1943-02-21	02	51.88	-176.65	29.39	35.4	32.2
1943-02-21	03	51.88	-176.65	29.39	35.4	31.6
1943-02-21	04	51.88	-176.65	29.36	35.4	33.0
1943-02-21	05	51.88	-176.65	29.34	35.4	33.0
1943-02-21	06	51.88	-176.65	29.30	33.4	32.2
1943-02-21	07	51.88	-176.65	29.32	36.3	33.5
1943-02-21	08	51.88	-176.65	29.32	36.3	33.5
1943-02-21	09	51.88	-176.65	29.31	35.4	33.0
1943-02-21	10	51.88	-176.65	29.30	36.3	33.5
1943-02-21	11	51.88	-176.65	29.32	36.3	34.6
1943-02-21	12	51.88	-176.65	29.33	36.3	34.6
1943-02-21	13	51.88	-176.65	29.34	36.3	34.2
1943-02-21	14	51.88	-176.65	29.34	36.3	34.2
1943-02-21	15	51.88	-176.65	29.35	36.3	34.2
1943-02-21	16	51.88	-176.65	29.35	37.4	35.7
1943-02-21	17	51.88	-176.65	29.35	36.3	33.9
1943-02-21	18	51.88	-176.65	29.36	36.3	34.2
1943-02-21	19	51.88	-176.65	29.35	35.4	34.6
1943-02-21	20	51.88	-176.65	29.36	34.3	33.5
1943-02-21	21	51.88	-176.65	29.35	34.3	33.5
1943-02-21	22	51.88	-176.65	29.35	33.4	33.0
1943-02-21	23	51.88	-176.65	29.34	33.4	33.0
1943-02-21	24	51.88	-176.65	29.33	33.4	32.6
1943-02-22	01	51.88	-176.65	29.32	32.4	31.9
1943-02-22	02	51.88	-176.65	29.30	32.4	32.4
1943-02-22	03	51.88	-176.65	29.28	32.4	32.4
1943-02-22	04	51.88	-176.65	29.26	30.4	28.9
1943-02-22	05	51.88	-176.65	29.23	29.3	27.9
1943-02-22	06	51.88	-176.65	29.21	30.4	30.4
1943-02-22	07	51.88	-176.65	29.21	31.3	31.3
1943-02-22	08	51.88	-176.65	29.20	30.4	30.0
1943-02-22	09	51.88	-176.65	29.21	30.4	30.0
1943-02-22	10	51.88	-176.65	29.21	31.3	29.4
1943-02-22	11	51.88	-176.65	29.24	33.4	30.1
1943-02-22	12	51.88	-176.65	29.24	34.3	32.3
1943-02-22	13	51.88	-176.65	29.26	34.3	30.3
1943-02-22	14	51.88	-176.65	29.27	34.3	30.9
1943-02-22	15	51.88	-176.65	29.27	34.3	31.6
1943-02-22	16	51.88	-176.65	29.27	34.3	31.6
1943-02-22	17	51.88	-176.65	29.28	31.3	31.3
1943-02-22	18	51.88	-176.65	29.27	32.4	31.6
1943-02-22	19	51.88	-176.65	29.28	32.4	30.4
1943-02-22	20	51.88	-176.65	29.30	34.3	32.3
1943-02-22	21	51.88	-176.65	29.33	30.4	28.2
1943-02-22	22	51.88	-176.65	29.34	33.4	30.1
1943-02-22	23	51.88	-176.65	29.35	32.4	29.1
1943-02-22	24	51.88	-176.65	29.36	33.4	29.2
1943-02-23	01	51.88	-176.65	29.37	33.4	29.2
1943-02-23	02	51.88	-176.65	29.38	33.4	31.1
1943-02-23	03	51.88	-176.65	29.38	33.4	30.8
1943-02-23	04	51.88	-176.65	29.38	34.3	31.6
1943-02-23	05	51.88	-176.65	29.38	33.4	31.1
1943-02-23	06	51.88	-176.65	29.37	32.4	31.6
1943-02-23	07	51.88	-176.65	29.37	32.4	31.6
1943-02-23	08	51.88	-176.65	29.37	32.4	31.6
1943-02-23	09	51.88	-176.65	29.36	32.4	31.6
1943-02-23	10	51.88	-176.65	29.36	33.4	32.6
1943-02-23	11	51.88	-176.65	29.36	33.4	32.6
1943-02-23	12	51.88	-176.65	29.37	34.3	32.3
1943-02-23	13	51.88	-176.65	29.37	33.4	32.2
1943-02-23	14	51.88	-176.65	29.36	33.4	31.8
1943-02-23	15	51.88	-176.65	29.36	33.4	31.8
1943-02-23	16	51.88	-176.65	29.33	35.4	33.4
1943-02-23	17	51.88	-176.65	29.33	35.4	33.4
1943-02-23	18	51.88	-176.65	29.33	34.3	30.9
1943-02-23	19	51.88	-176.65	29.34	34.3	31.6
1943-02-23	20	51.88	-176.65	29.34	30.4	30.4
1943-02-23	21	51.88	-176.65	29.34	33.4	32.6
1943-02-23	22	51.88	-176.65	29.35	34.3	32.7
1943-02-23	23	51.88	-176.65	29.35	34.3	32.7
1943-02-23	24	51.88	-176.65	29.36	33.4	30.1
1943-02-24	01	51.88	-176.65	29.37	34.3	30.6
1943-02-24	02	51.88	-176.65	29.36	33.4	30.1
1943-02-24	03	51.88	-176.65	29.37	33.4	29.2
1943-02-24	04	51.88	-176.65	29.39	32.4	29.1
1943-02-24	05	51.88	-176.65	29.39	32.4	28.2
1943-02-24	06	51.88	-176.65	29.38	32.4	28.5
1943-02-24	07	51.88	-176.65	29.39	31.3	28.2
1943-02-24	08	51.88	-176.65	29.40	30.4	27.6
1943-02-24	09	51.88	-176.65	29.41	30.4	28.9
1943-02-24	10	51.88	-176.65	29.44	32.4	31.9
1943-02-24	11	51.88	-176.65	29.47	33.4	30.1
1943-02-24	12	51.88	-176.65	29.48	32.4	30.4
1943-02-24	13	51.88	-176.65	29.49	32.4	30.1
1943-02-24	14	51.88	-176.65	29.51	34.3	30.9
1943-02-24	15	51.88	-176.65	29.51	37.4	33.1
1943-02-24	16	51.88	-176.65	29.48	36.3	33.5
1943-02-24	17	51.88	-176.65	29.51	36.3	32.1
1943-02-24	18	51.88	-176.65	29.51	36.3	32.1
1943-02-24	19	51.88	-176.65	29.52	35.4	32.3
1943-02-24	20	51.88	-176.65	29.52	35.4	32.3
1943-02-24	21	51.88	-176.65	29.54	35.4	32.3
1943-02-24	22	51.88	-176.65	29.55	34.3	31.6
1943-02-24	23	51.88	-176.65	29.55	35.4	32.3
1943-02-24	24	51.88	-176.65	29.55	34.3	31.6
1943-02-25	01	51.88	-176.65	29.55	34.3	32.3
1943-02-25	02	51.88	-176.65	29.55	34.3	30.7
1943-02-25	03	51.88	-176.65	29.55	34.3	31.3
1943-02-25	04	51.88	-176.65	29.54	33.4	31.1
1943-02-25	05	51.88	-176.65	29.52	30.4	28.5
1943-02-25	06	51.88	-176.65	29.51	34.3	33.5
1943-02-25	07	51.88	-176.65	29.49	35.4	34.1
1943-02-25	08	51.88	-176.65	29.50	35.4	33.7
1943-02-25	09	51.88	-176.65	29.51	36.3	34.6
1943-02-25	10	51.88	-176.65	29.51	35.4	33.7
1943-02-25	11	51.88	-176.65	29.50	36.3	33.9
1943-02-25	12	51.88	-176.65	29.49	36.3	33.9
1943-02-25	13	51.88	-176.65	29.50	36.3	34.2
1943-02-25	14	51.88	-176.65	29.49	35.4	35.0
1943-02-25	15	51.88	-176.65	29.48	36.3	34.6
1943-02-25	16	51.88	-176.65	29.47	36.3	33.9
1943-02-25	17	51.88	-176.65	29.47	37.4	34.5
1943-02-25	18	51.88	-176.65	29.45	36.3	33.9
1943-02-25	19	51.88	-176.65	29.44	36.3	34.6
1943-02-25	20	51.88	-176.65	29.44	36.3	35.5
1943-02-25	21	51.88	-176.65	29.43	36.3	35.9
1943-02-25	22	51.88	-176.65	29.40	36.3	35.9
1943-02-25	23	51.88	-176.65	29.37	36.3	35.5
1943-02-25	24	51.88	-176.65	29.36	36.3	35.9
1943-02-26	01	51.88	-176.65	29.33	36.3	35.5
1943-02-26	02	51.88	-176.65	29.31	35.1	35.1
1943-02-26	03	51.88	-176.65	29.28	35.4	35.4
1943-02-26	04	51.88	-176.65	29.24	35.4	35.4
1943-02-26	05	51.88	-176.65	29.20	35.4	35.4
1943-02-26	06	51.88	-176.65	29.17	35.4	35.4
1943-02-26	07	51.88	-176.65	29.13	35.4	35.0
1943-02-26	08	51.88	-176.65	29.10	34.3	34.3
1943-02-26	09	51.88	-176.65	29.08	34.3	34.3
1943-02-26	10	51.88	-176.65	29.03	34.3	34.3
1943-02-26	11	51.88	-176.65	29.02	36.3	35.5
1943-02-26	12	51.88	-176.65	28.90	38.3	36.2
1943-02-26	13	51.88	-176.65	28.99	36.3	35.9
1943-02-26	14	51.88	-176.65	28.98	35.4	35.4
1943-02-26	15	51.88	-176.65	28.96	36.3	35.9
1943-02-26	16	51.88	-176.65	28.96	36.3	35.5
1943-02-26	17	51.88	-176.65	28.96	35.4	34.6
1943-02-26	18	51.88	-176.65	28.96	34.3	34.0
1943-02-26	19	51.88	-176.65	28.96	34.3	33.5
1943-02-26	20	51.88	-176.65	28.97	34.3	34.0
1943-02-26	21	51.88	-176.65	28.98	32.4	32.4
1943-02-26	22	51.88	-176.65	29.00	32.4	32.4
1943-02-26	23	51.88	-176.65	29.03	32.4	31.9
1943-02-26	24	51.88	-176.65	29.06	32.4	30.4
1943-02-27	01	51.88	-176.65	29.10	32.4	31.6
1943-02-27	02	51.88	-176.65	29.15	32.4	31.6
1943-02-27	03	51.88	-176.65	29.19	32.4	31.6
1943-02-27	04	51.88	-176.65	29.24	32.4	31.6
1943-02-27	05	51.88	-176.65	29.28	32.4	31.6
1943-02-27	06	51.88	-176.65	29.32	32.4	31.6
1943-02-27	07	51.88	-176.65	29.38	32.4	31.6
1943-02-27	08	51.88	-176.65	29.42	31.3	31.3
1943-02-27	09	51.88	-176.65	29.50	33.4	33.0
1943-02-27	10	51.88	-176.65	29.54	34.3	31.6
1943-02-27	11	51.88	-176.65	29.59	34.3	32.7
1943-02-27	12	51.88	-176.65	29.62	35.4	33.7
1943-02-27	13	51.88	-176.65	29.66	36.3	34.2
1943-02-27	14	51.88	-176.65	29.69	36.3	33.9
1943-02-27	15	51.88	-176.65	29.73	37.4	35.3
1943-02-27	16	51.88	-176.65	29.75	36.3	34.7
1943-02-27	17	51.88	-176.65	29.79	36.3	34.7
1943-02-27	18	51.88	-176.65	29.81	36.3	33.5
1943-02-27	19	51.88	-176.65	29.83	36.3	33.5
1943-02-27	20	51.88	-176.65	29.87	35.4	32.3
1943-02-27	21	51.88	-176.65	29.89	34.3	31.3
1943-02-27	22	51.88	-176.65	29.92	32.4	30.4
1943-02-27	23	51.88	-176.65	29.95	32.4	31.6
1943-02-27	24	51.88	-176.65	29.95	32.4	31.2
1943-02-28	01	51.88	-176.65	29.96	34.3	32.3
1943-02-28	02	51.88	-176.65	29.97	32.4	30.4
1943-02-28	03	51.88	-176.65	29.98	33.4	30.1
1943-02-28	04	51.88	-176.65	29.96	34.3	31.0
1943-02-28	05	51.88	-176.65	29.95	33.4	30.1
1943-02-28	06	51.88	-176.65	29.94	33.4	31.1
1943-02-28	07	51.88	-176.65	29.93	33.4	31.1
1943-02-28	08	51.88	-176.65	29.93	33.4	31.8
1943-02-28	09	51.88	-176.65	29.94	34.3	32.3
1943-02-28	10	51.88	-176.65	29.93	34.3	32.7
1943-02-28	11	51.88	-176.65	29.92	35.4	34.6
1943-02-28	12	51.88	-176.65	29.90	36.3	34.2
1943-02-28	13	51.88	-176.65	29.87	38.3	35.8
1943-02-28	14	51.88	-176.65	29.85	38.3	35.4
1943-02-28	15	51.88	-176.65	29.79	37.4	36.5
1943-02-28	16	51.88	-176.65	29.74	36.3	36.3
1943-02-28	17	51.88	-176.65	29.72	36.3	36.3
1943-02-28	18	51.88	-176.65	29.68	36.3	36.3
1943-02-28	19	51.88	-176.65	29.67	37.4	36.5
1943-02-28	20	51.88	-176.65	29.65	36.3	36.3
1943-02-28	21	51.88	-176.65	29.64	36.3	36.3
1943-02-28	22	51.88	-176.65	29.63	37.4	37.4
1943-02-28	23	51.88	-176.65	29.63	37.4	37.4
1943-02-28	24	51.88	-176.65	29.63	38.3	38.3
1943-03-01	01	51.88	-176.65	29.62	37.4	37.4
1943-03-01	02	51.88	-176.65	29.62	36.3	35.5
1943-03-01	03	51.88	-176.65	29.63	35.4	34.6
1943-03-01	04	51.88	-176.65	29.63	35.4	34.6
1943-03-01	05	51.88	-176.65	29.63	35.4	34.6
1943-03-01	06	51.88	-176.65	29.64	35.4	35.0
1943-03-01	07	51.88	-176.65	29.65	36.3	35.5
1943-03-01	08	51.88	-176.65	29.65	35.4	34.6
1943-03-01	09	51.88	-176.65	29.66	36.3	35.5
1943-03-01	10	51.88	-176.65	29.67	35.4	34.6
1943-03-01	11	51.88	-176.65	29.69	36.3	34.7
1943-03-01	12	51.88	-176.65	29.70	37.4	36.5
1943-03-01	13	51.88	-176.65	29.70	40.3	39.4
1943-03-01	14	51.88	-176.65	29.69	39.4	37.2
1943-03-01	15	51.88	-176.65	29.69	39.4	37.2
1943-03-01	16	51.88	-176.65	29.68	38.3	36.2
1943-03-01	17	51.88	-176.65	29.66	38.3	36.6
1943-03-01	18	51.88	-176.65	29.66	36.3	35.9
1943-03-01	19	51.88	-176.65	29.66	36.3	36.3
1943-03-01	20	51.88	-176.65	29.66	34.3	34.3
1943-03-01	21	51.88	-176.65	29.66	34.3	34.3
1943-03-01	22	51.88	-176.65	29.65	34.3	34.3
1943-03-01	23	51.88	-176.65	29.65	34.3	34.3
1943-03-01	24	51.88	-176.65	29.63	35.4	35.4
1943-03-02	01	51.88	-176.65	29.61	37.4	37.4
1943-03-02	02	51.88	-176.65	29.60	37.4	37.4
1943-03-02	03	51.88	-176.65	29.59	37.4	37.4
1943-03-02	04	51.88	-176.65	29.58	38.3	38.3
1943-03-02	05	51.88	-176.65	29.58	38.3	38.3
1943-03-02	06	51.88	-176.65	29.58	37.4	37.4
1943-03-02	07	51.88	-176.65	29.57	37.4	37.4
1943-03-02	08	51.88	-176.65	29.58	38.3	38.3
1943-03-02	09	51.88	-176.65	29.58	37.4	37.4
1943-03-02	10	51.88	-176.65	29.58	38.3	38.3
1943-03-02	11	51.88	-176.65	29.59	38.3	38.3
1943-03-02	12	51.88	-176.65	29.59	39.4	39.4
1943-03-02	13	51.88	-176.65	29.60	40.3	39.4
1943-03-02	14	51.88	-176.65	29.59	39.4	38.9
1943-03-02	15	51.88	-176.65	29.58	39.4	39.4
1943-03-02	16	51.88	-176.65	29.57	41.4	40.4
1943-03-02	17	51.88	-176.65	29.57	42.4	41.0
1943-03-02	18	51.88	-176.65	29.57	42.4	40.5
1943-03-02	19	51.88	-176.65	29.59	40.3	39.0
1943-03-02	20	51.88	-176.65	29.60	40.3	39.9
1943-03-02	21	51.88	-176.65	29.62	38.3	37.9
1943-03-02	22	51.88	-176.65	29.62	37.4	37.4
1943-03-02	23	51.88	-176.65	29.64	36.3	35.5
1943-03-02	24	51.88	-176.65	29.64	36.3	35.9
1943-03-03	01	51.88	-176.65	29.64	36.3	35.9
1943-03-03	02	51.88	-176.65	29.64	36.3	36.3
1943-03-03	03	51.88	-176.65	29.62	37.4	37.4
1943-03-03	04	51.88	-176.65	29.60	37.4	37.4
1943-03-03	05	51.88	-176.65	29.59	37.4	37.4
1943-03-03	06	51.88	-176.65	29.55	37.4	37.4
1943-03-03	07	51.88	-176.65	29.54	37.4	37.4
1943-03-03	08	51.88	-176.65	29.52	41.4	39.5
1943-03-03	09	51.88	-176.65	29.50	40.3	39.4
1943-03-03	10	51.88	-176.65	29.47	41.4	39.5
1943-03-03	11	51.88	-176.65	29.46	41.4	39.9
1943-03-03	12	51.88	-176.65	29.45	38.3	37.9
1943-03-03	13	51.88	-176.65	29.45	38.3	37.9
1943-03-03	14	51.88	-176.65	29.44	39.4	38.5
1943-03-03	15	51.88	-176.65	29.46	40.3	40.3
1943-03-03	16	51.88	-176.65	29.46	42.4	41.0
1943-03-03	17	51.88	-176.65	29.48	44.4	41.5
1943-03-03	18	51.88	-176.65	29.50	43.3	39.3
1943-03-03	19	51.88	-176.65	29.53	43.3	39.3
1943-03-03	20	51.88	-176.65	29.57	41.4	38.2
1943-03-03	21	51.88	-176.65	29.58	41.4	38.2
1943-03-03	22	51.88	-176.65	29.62	40.3	38.1
1943-03-03	23	51.88	-176.65	29.64	40.3	37.7
1943-03-03	24	51.88	-176.65	29.67	40.3	38.1
1943-03-04	01	51.88	-176.65	29.68	40.3	38.1
1943-03-04	02	51.88	-176.65	29.71	40.3	39.0
1943-03-04	03	51.88	-176.65	29.72	40.3	39.0
1943-03-04	04	51.88	-176.65	29.75	39.4	38.0
1943-03-04	05	51.88	-176.65	29.76	40.3	39.4
1943-03-04	06	51.88	-176.65	29.78	40.3	39.4
1943-03-04	07	51.88	-176.65	29.79	40.3	39.4
1943-03-04	08	51.88	-176.65	29.80	39.4	38.9
1943-03-04	09	51.88	-176.65	29.80	39.4	38.9
1943-03-04	10	51.88	-176.65	29.82	39.4	39.4
1943-03-04	11	51.88	-176.65	29.82	39.4	39.4
1943-03-04	12	51.88	-176.65	29.81	40.3	40.3
1943-03-04	13	51.88	-176.65	29.80	42.4	41.4
1943-03-04	14	51.88	-176.65	29.83	42.4	40.5
1943-03-04	15	51.88	-176.65	29.79	42.4	40.5
1943-03-04	16	51.88	-176.65	29.78	44.4	41.1
1943-03-04	17	51.88	-176.65	29.78	45.3	43.4
1943-03-04	18	51.88	-176.65	29.77	43.3	40.6
1943-03-04	19	51.88	-176.65	29.77	42.4	40.1
1943-03-04	20	51.88	-176.65	29.78	41.4	39.5
1943-03-04	21	51.88	-176.65	29.80	38.3	37.9
1943-03-04	22	51.88	-176.65	29.80	34.3	34.3
1943-03-04	23	51.88	-176.65	29.83	34.3	34.3
1943-03-04	24	51.88	-176.65	29.83	35.4	35.0
1943-03-05	01	51.88	-176.65	29.83	32.4	32.4
1943-03-05	02	51.88	-176.65	29.84	32.4	32.4
1943-03-05	03	51.88	-176.65	29.85	32.4	32.4
1943-03-05	04	51.88	-176.65	29.84	34.3	34.3
1943-03-05	05	51.88	-176.65	29.83	32.4	32.4
1943-03-05	06	51.88	-176.65	29.83	31.3	31.3
1943-03-05	07	51.88	-176.65	29.84	32.4	32.4
1943-03-05	08	51.88	-176.65	29.84	32.4	32.4
1943-03-05	09	51.88	-176.65	29.84	34.3	33.5
1943-03-05	10	51.88	-176.65	29.85	36.3	34.7
1943-03-05	11	51.88	-176.65	29.85	38.3	36.2
1943-03-05	12	51.88	-176.65	29.83	38.3	36.6
1943-03-05	13	51.88	-176.65	29.81	39.4	37.6
1943-03-05	14	51.88	-176.65	29.78	39.4	38.5
1943-03-05	15	51.88	-176.65	29.78	40.3	38.1
1943-03-05	16	51.88	-176.65	29.76	40.3	39.0
1943-03-05	17	51.88	-176.65	29.76	40.3	39.0
1943-03-05	18	51.88	-176.65	29.75	39.4	37.6
1943-03-05	19	51.88	-176.65	29.75	39.4	37.6
1943-03-05	20	51.88	-176.65	29.77	39.4	38.5
1943-03-05	21	51.88	-176.65	29.76	37.4	36.5
1943-03-05	22	51.88	-176.65	29.79	38.3	36.6
1943-03-05	23	51.88	-176.65	29.83	38.3	36.6
1943-03-05	24	51.88	-176.65	29.87	37.4	36.5
1943-03-06	01	51.88	-176.65	29.90	36.3	36.3
1943-03-06	02	51.88	-176.65	29.90	35.4	35.4
1943-03-06	03	51.88	-176.65	29.94	35.4	35.4
1943-03-06	04	51.88	-176.65	29.96	36.3	35.5
1943-03-06	05	51.88	-176.65	29.99	35.4	34.6
1943-03-06	06	51.88	-176.65	29.99	34.3	34.0
1943-03-06	07	51.88	-176.65	30.01	32.4	31.9
1943-03-06	08	51.88	-176.65	30.03	32.4	31.9
1943-03-06	09	51.88	-176.65	30.03	32.4	31.9
1943-03-06	10	51.88	-176.65	29.98	32.4	32.4
1943-03-06	11	51.88	-176.65	30.01	36.3	34.2
1943-03-06	12	51.88	-176.65	30.05	35.4	35.0
1943-03-06	13	51.88	-176.65	30.02	36.3	34.7
1943-03-06	14	51.88	-176.65	29.99	43.3	39.3
1943-03-06	15	51.88	-176.65	29.95	42.4	38.5
1943-03-06	16	51.88	-176.65	29.92	43.3	39.8
1943-03-06	17	51.88	-176.65	29.90	43.3	39.7
1943-03-06	18	51.88	-176.65	29.87	41.4	39.1
1943-03-06	19	51.88	-176.65	29.83	39.4	38.5
1943-03-06	20	51.88	-176.65	29.80	39.4	38.5
1943-03-06	21	51.88	-176.65	29.80	39.4	38.5
1943-03-06	22	51.88	-176.65	29.80	38.3	37.9
1943-03-06	23	51.88	-176.65	29.79	38.3	38.3
1943-03-06	24	51.88	-176.65	29.79	38.3	37.0
1943-03-07	01	51.88	-176.65	29.79	39.4	36.8
1943-03-07	02	51.88	-176.65	29.78	38.3	35.8
1943-03-07	03	51.88	-176.65	29.78	38.3	36.2
1943-03-07	04	51.88	-176.65	29.79	38.3	34.6
1943-03-07	05	51.88	-176.65	29.78	38.3	34.6
1943-03-07	06	51.88	-176.65	29.80	37.4	34.5
1943-03-07	07	51.88	-176.65	29.81	38.3	34.6
1943-03-07	08	51.88	-176.65	29.83	37.4	34.5
1943-03-07	09	51.88	-176.65	29.84	37.4	33.4
1943-03-07	10	51.88	-176.65	29.89	38.3	35.4
1943-03-07	11	51.88	-176.65	29.91	37.4	34.5
1943-03-07	12	51.88	-176.65	29.94	38.3	35.4
1943-03-07	13	51.88	-176.65	29.98	39.4	36.4
1943-03-07	14	51.88	-176.65	30.01	40.3	36.9
1943-03-07	15	51.88	-176.65	30.04	40.3	36.9
1943-03-07	16	51.88	-176.65	30.04	40.3	36.2
1943-03-07	17	51.88	-176.65	30.06	40.3	36.2
1943-03-07	18	51.88	-176.65	30.10	39.4	36.4
1943-03-07	19	51.88	-176.65	30.11	38.3	34.7
1943-03-07	20	51.88	-176.65	30.12	38.3	34.7
1943-03-07	21	51.88	-176.65	30.12	37.4	34.9
1943-03-07	22	51.88	-176.65	30.12	37.4	35.3
1943-03-07	23	51.88	-176.65	30.13	38.3	36.6
1943-03-07	24	51.88	-176.65	30.13	38.3	36.2
1943-03-08	01	51.88	-176.65	30.14	38.3	35.8
1943-03-08	02	51.88	-176.65	30.11	38.3	35.4
1943-03-08	03	51.88	-176.65	30.07	38.3	37.4
1943-03-08	04	51.88	-176.65	30.05	38.3	37.9
1943-03-08	05	51.88	-176.65	29.99	38.3	38.3
1943-03-08	06	51.88	-176.65	29.95	39.4	39.4
1943-03-08	07	51.88	-176.65	29.87	39.0	39.0
1943-03-08	08	51.88	-176.65	29.76	39.4	39.4
1943-03-08	09	51.88	-176.65	29.72	39.4	39.4
1943-03-08	10	51.88	-176.65	29.69	39.4	39.4
1943-03-08	11	51.88	-176.65	29.67	42.4	42.4
1943-03-08	12	51.88	-176.65	29.66	42.4	42.4
1943-03-08	13	51.88	-176.65	29.64	42.4	42.4
1943-03-08	14	51.88	-176.65	29.62	43.3	43.3
1943-03-08	15	51.88	-176.65	29.62	43.3	43.3
1943-03-08	16	51.88	-176.65	29.61	43.3	43.3
1943-03-08	17	51.88	-176.65	29.60	43.3	43.3
1943-03-08	18	51.88	-176.65	29.59	43.3	43.3
1943-03-08	19	51.88	-176.65	29.59	43.3	43.3
1943-03-08	20	51.88	-176.65	29.60	44.4	43.4
1943-03-08	21	51.88	-176.65	29.59	43.3	42.4
1943-03-08	22	51.88	-176.65	29.62	42.4	41.0
1943-03-08	23	51.88	-176.65	29.65	41.4	40.4
1943-03-08	24	51.88	-176.65	29.65	42.4	40.5
1943-03-09	01	51.88	-176.65	29.69	42.4	39.6
1943-03-09	02	51.88	-176.65	29.70	42.4	39.6
1943-03-09	03	51.88	-176.65	29.71	40.3	38.1
1943-03-09	04	51.88	-176.65	29.73	39.4	37.2
1943-03-09	05	51.88	-176.65	29.74	39.4	37.2
1943-03-09	06	51.88	-176.65	29.77	39.4	37.2
1943-03-09	07	51.88	-176.65	29.81	39.4	37.2
1943-03-09	08	51.88	-176.65	29.86	39.4	37.2
1943-03-09	09	51.88	-176.65	29.90	39.4	36.4
1943-03-09	10	51.88	-176.65	29.96	39.4	36.4
1943-03-09	11	51.88	-176.65	29.99	39.4	36.4
1943-03-09	12	51.88	-176.65	30.02	41.4	38.7
